"filename", "language", "TypeScript React", "TypeScript", "JSON", "XML", "SCSS", "CSS", "comment", "blank", "total"
"/Users/faraj_shuaib/projects/sahaba/front/src/shared/NcPlayIcon/NcPlayIcon.tsx", "TypeScript React", 37, 0, 0, 0, 0, 0, 0, 4, 41
"/Users/faraj_shuaib/projects/sahaba/front/src/shared/NcPlayIcon2/NcPlayIcon2.tsx", "TypeScript React", 35, 0, 0, 0, 0, 0, 0, 4, 39
"/Users/faraj_shuaib/projects/sahaba/front/src/shared/NextPrev/Next.tsx", "TypeScript React", 45, 0, 0, 0, 0, 0, 0, 4, 49
"/Users/faraj_shuaib/projects/sahaba/front/src/shared/NextPrev/NextPrev.tsx", "TypeScript React", 100, 0, 0, 0, 0, 0, 0, 5, 105
"/Users/faraj_shuaib/projects/sahaba/front/src/shared/NextPrev/Prev.tsx", "TypeScript React", 45, 0, 0, 0, 0, 0, 0, 4, 49
"/Users/faraj_shuaib/projects/sahaba/front/src/shared/Pagination/Pagination.tsx", "TypeScript React", 56, 0, 0, 0, 0, 0, 2, 8, 66
"/Users/faraj_shuaib/projects/sahaba/front/src/shared/Radio/Radio.tsx", "TypeScript React", 41, 0, 0, 0, 0, 0, 0, 4, 45
"/Users/faraj_shuaib/projects/sahaba/front/src/shared/Select/Select.tsx", "TypeScript React", 21, 0, 0, 0, 0, 0, 0, 4, 25
"/Users/faraj_shuaib/projects/sahaba/front/src/shared/SocialsList/SocialsList.tsx", "TypeScript React", 61, 0, 0, 0, 0, 0, 0, 4, 65
"/Users/faraj_shuaib/projects/sahaba/front/src/shared/SocialsList1/SocialsList1.tsx", "TypeScript React", 37, 0, 0, 0, 0, 0, 0, 6, 43
"/Users/faraj_shuaib/projects/sahaba/front/src/shared/SocialsShare/SocialsShare.tsx", "TypeScript React", 39, 0, 0, 0, 0, 0, 0, 7, 46
"/Users/faraj_shuaib/projects/sahaba/front/src/shared/SwitchDarkMode/SwitchDarkMode.tsx", "TypeScript React", 63, 0, 0, 0, 0, 0, 0, 4, 67
"/Users/faraj_shuaib/projects/sahaba/front/src/shared/Tag/Tag.tsx", "TypeScript React", 20, 0, 0, 0, 0, 0, 1, 4, 25
"/Users/faraj_shuaib/projects/sahaba/front/src/shared/Textarea/Textarea.tsx", "TypeScript React", 18, 0, 0, 0, 0, 0, 0, 4, 22
"/Users/faraj_shuaib/projects/sahaba/front/src/styles/__theme_colors.scss", "SCSS", 0, 0, 0, 0, 32, 0, 4, 3, 39
"/Users/faraj_shuaib/projects/sahaba/front/src/styles/__theme_custom.scss", "SCSS", 0, 0, 0, 0, 159, 0, 18, 33, 210
"/Users/faraj_shuaib/projects/sahaba/front/src/styles/__theme_font.scss", "SCSS", 0, 0, 0, 0, 36, 0, 8, 5, 49
"/Users/faraj_shuaib/projects/sahaba/front/src/styles/_header.scss", "SCSS", 0, 0, 0, 0, 5, 0, 0, 1, 6
"/Users/faraj_shuaib/projects/sahaba/front/src/styles/index.css", "CSS", 0, 0, 0, 0, 0, 30, 1, 6, 37
"/Users/faraj_shuaib/projects/sahaba/front/src/styles/index.scss", "SCSS", 0, 0, 0, 0, 5, 0, 1, 2, 8
"/Users/faraj_shuaib/projects/sahaba/front/src/type.d.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 3, 9
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/@openzeppelin/contracts/access/Ownable.ts", "TypeScript", 0, 145, 0, 0, 0, 0, 3, 29, 177
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/@openzeppelin/contracts/access/index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 3, 1, 5
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/@openzeppelin/contracts/index.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 3, 1, 10
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/@openzeppelin/contracts/token/ERC20/IERC20.ts", "TypeScript", 0, 293, 0, 0, 0, 0, 3, 47, 343
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/@openzeppelin/contracts/token/ERC20/index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 3, 1, 5
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/@openzeppelin/contracts/token/ERC721/ERC721.ts", "TypeScript", 0, 532, 0, 0, 0, 0, 3, 85, 620
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/@openzeppelin/contracts/token/ERC721/IERC721.ts", "TypeScript", 0, 487, 0, 0, 0, 0, 3, 70, 560
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/@openzeppelin/contracts/token/ERC721/IERC721Receiver.ts", "TypeScript", 0, 108, 0, 0, 0, 0, 3, 16, 127
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/@openzeppelin/contracts/token/ERC721/extensions/ERC721URIStorage.ts", "TypeScript", 0, 532, 0, 0, 0, 0, 3, 85, 620
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/@openzeppelin/contracts/token/ERC721/extensions/IERC721Metadata.ts", "TypeScript", 0, 532, 0, 0, 0, 0, 3, 85, 620
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/@openzeppelin/contracts/token/ERC721/extensions/index.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 3, 1, 6
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/@openzeppelin/contracts/token/ERC721/index.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 3, 1, 9
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/@openzeppelin/contracts/token/index.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 3, 1, 8
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/@openzeppelin/contracts/utils/index.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 3, 1, 6
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/@openzeppelin/contracts/utils/introspection/ERC165.ts", "TypeScript", 0, 85, 0, 0, 0, 0, 3, 16, 104
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/@openzeppelin/contracts/utils/introspection/IERC165.ts", "TypeScript", 0, 85, 0, 0, 0, 0, 3, 16, 104
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/@openzeppelin/contracts/utils/introspection/index.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 3, 1, 6
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/@openzeppelin/index.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 3, 1, 6
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/common.ts", "TypeScript", 0, 34, 0, 0, 0, 0, 3, 10, 47
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/contracts/MarketEvents.ts", "TypeScript", 0, 393, 0, 0, 0, 0, 3, 57, 453
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/contracts/SahabaMarketplace.ts", "TypeScript", 0, 1655, 0, 0, 0, 0, 3, 262, 1920
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/contracts/index.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 3, 1, 6
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/@openzeppelin/contracts/access/Ownable__factory.ts", "TypeScript", 0, 72, 0, 0, 0, 0, 3, 4, 79
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/@openzeppelin/contracts/access/index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 3, 1, 5
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/@openzeppelin/contracts/index.ts", "TypeScript", 0, 3, 0, 0, 0, 0, 3, 1, 7
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/@openzeppelin/contracts/token/ERC20/IERC20__factory.ts", "TypeScript", 0, 200, 0, 0, 0, 0, 3, 4, 207
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/@openzeppelin/contracts/token/ERC20/index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 3, 1, 5
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/@openzeppelin/contracts/token/ERC721/ERC721__factory.ts", "TypeScript", 0, 400, 0, 0, 0, 0, 3, 8, 411
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/@openzeppelin/contracts/token/ERC721/IERC721Receiver__factory.ts", "TypeScript", 0, 54, 0, 0, 0, 0, 3, 4, 61
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/@openzeppelin/contracts/token/ERC721/IERC721__factory.ts", "TypeScript", 0, 305, 0, 0, 0, 0, 3, 4, 312
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/@openzeppelin/contracts/token/ERC721/extensions/ERC721URIStorage__factory.ts", "TypeScript", 0, 350, 0, 0, 0, 0, 3, 4, 357
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/@openzeppelin/contracts/token/ERC721/extensions/IERC721Metadata__factory.ts", "TypeScript", 0, 350, 0, 0, 0, 0, 3, 4, 357
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/@openzeppelin/contracts/token/ERC721/extensions/index.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 3, 1, 6
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/@openzeppelin/contracts/token/ERC721/index.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 3, 1, 8
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/@openzeppelin/contracts/token/index.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 3, 1, 6
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/@openzeppelin/contracts/utils/index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 3, 1, 5
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/@openzeppelin/contracts/utils/introspection/ERC165__factory.ts", "TypeScript", 0, 36, 0, 0, 0, 0, 3, 4, 43
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/@openzeppelin/contracts/utils/introspection/IERC165__factory.ts", "TypeScript", 0, 39, 0, 0, 0, 0, 3, 4, 46
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/@openzeppelin/contracts/utils/introspection/index.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 3, 1, 6
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/@openzeppelin/index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 3, 1, 5
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/contracts/MarketEvents__factory.ts", "TypeScript", 0, 452, 0, 0, 0, 0, 3, 8, 463
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/contracts/SahabaMarketplace__factory.ts", "TypeScript", 0, 1332, 0, 0, 0, 0, 3, 8, 1343
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/contracts/index.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 3, 1, 6
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/factories/index.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 3, 1, 6
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/hardhat.d.ts", "TypeScript", 0, 123, 0, 0, 0, 0, 4, 6, 133
"/Users/faraj_shuaib/projects/sahaba/front/src/typechain-types/index.ts", "TypeScript", 0, 27, 0, 0, 0, 0, 3, 1, 31
"/Users/faraj_shuaib/projects/sahaba/front/src/utils/convertNumbThousand.ts", "TypeScript", 0, 7, 0, 0, 0, 0, 0, 1, 8
"/Users/faraj_shuaib/projects/sahaba/front/src/utils/functions.ts", "TypeScript", 0, 135, 0, 0, 0, 0, 17, 18, 170
"/Users/faraj_shuaib/projects/sahaba/front/src/utils/getTwClassByNumber.ts", "TypeScript", 0, 202, 0, 0, 0, 0, 0, 8, 210
"/Users/faraj_shuaib/projects/sahaba/front/src/utils/hexToRgb.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 2, 4, 22
"/Users/faraj_shuaib/projects/sahaba/front/src/utils/isInViewPortIntersectionObserver.ts", "TypeScript", 0, 36, 0, 0, 0, 0, 3, 5, 44
"/Users/faraj_shuaib/projects/sahaba/front/src/utils/isSafariBrowser.ts", "TypeScript", 0, 7, 0, 0, 0, 0, 2, 2, 11
"/Users/faraj_shuaib/projects/sahaba/front/src/utils/ncNanoId.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 1, 6
"/Users/faraj_shuaib/projects/sahaba/front/src/utils/twFocusClass.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 1, 7
"/Users/faraj_shuaib/projects/sahaba/front/src/vite-env.d.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 1, 3, 10
"Total", "-", 10697, 10204, 3053, 4994, 237, 4564, 499, 4142, 38390
